Hash,Date,Author,Message,IsMerge
dc60e63c248c44acb42f09fb0c985b77b5fe4bf5,2020-09-28 22:00:13,Tom Moor,"Merge pull request #349 from SpeksForks/master

Removing microcopyinspirations.com - website down",True
6f7b67edf18134077180826e1d1e98e6f1697295,2020-09-28 07:42:14,Peter Thaleikis,Removing microcopyinspirations.com - website down,False
4c48c23323707333dc6632800b0a23ae6e1cbee1,2020-09-13 00:38:33,Tom Moor,"Merge pull request #348 from goabstract/dependabot/npm_and_yarn/acorn-6.4.1

Bump acorn from 6.3.0 to 6.4.1",True
9328acf2a895a3a3d86aaca07f9824f76a30e254,2020-09-13 00:35:33,dependabot[bot],"Bump acorn from 6.3.0 to 6.4.1

Bumps [acorn](https://github.com/acornjs/acorn) from 6.3.0 to 6.4.1.
- [Release notes](https://github.com/acornjs/acorn/releases)
- [Commits](https://github.com/acornjs/acorn/compare/6.3.0...6.4.1)

Signed-off-by: dependabot[bot] <support@github.com>",False
d849fb7b80244b892e6c855859a28573a6ea59c9,2020-09-13 00:33:39,Tom Moor,"Merge pull request #347 from goabstract/dependabot/npm_and_yarn/showdown-1.9.1

Bump showdown from 1.9.0 to 1.9.1",True
f887dad751c2eace94a717a15c2474da5e2dfc19,2020-09-04 11:22:30,dependabot[bot],"Bump showdown from 1.9.0 to 1.9.1

Bumps [showdown](https://github.com/showdownjs/showdown) from 1.9.0 to 1.9.1.
- [Release notes](https://github.com/showdownjs/showdown/releases)
- [Changelog](https://github.com/showdownjs/showdown/blob/1.9.1/CHANGELOG.md)
- [Commits](https://github.com/showdownjs/showdown/compare/1.9.0...1.9.1)

Signed-off-by: dependabot[bot] <support@github.com>",False
dee681d5427b455ad3db8335137f0455667dcca5,2020-08-03 18:03:08,Lisa Dziuba,"Merge pull request #311 from agrublev/patch-1

The most important update to collaboration section",True
c75d7534dddbd60d3740b0d9f6a4f5bfcfcbc487,2020-08-03 18:02:10,Lisa Dziuba,"Merge pull request #340 from diogocapela/add_device_shots_to_mockups

chore: Add Device Shots to Mockup Tools Section",True
d34bc7a7525985ba0d20eb9750c6ecd7bb202a97,2020-07-31 20:16:19,Lisa Dziuba,"Merge pull request #318 from efedorenko/plugin-proper-title-case

Added Proper Title Case plugin to Text Management section",True
bd92cd07462604e89e4beff4c46f9ad77283f663,2020-07-31 20:14:49,Lisa Dziuba,"Merge pull request #315 from zonayedpca/patch-1

Patch 1",True
6e24ad103232296e10997deb4094e74f5d427826,2020-07-31 17:52:16,Vladimir Berezovsky,"Merge pull request #334 from LisaDziuba/dependabot/npm_and_yarn/lodash-4.17.19

Bump lodash from 4.17.15 to 4.17.19",True
1c5469fd2c9cfad812bdc1b685c563ef663d2c5c,2020-07-30 20:53:43,Capela,chore: Add Device Shots to Mockup Tools Section,False
275c3a924b078f3793ac3f058fbda5bb27cef9e6,2020-07-30 14:01:58,Lisa Dziuba,"Merge pull request #319 from ChillViking/patch-1

Added Attention Insight plugin to Analytics section",True
24feec927291ed6c3b3ef83f0db41b8a87ca18e8,2020-07-30 14:01:27,Lisa Dziuba,"Merge pull request #321 from edelstone/patch-1

Adds Tint & Shade Generator to Color Picker Tools",True
ee2c7cc581a1eeba5729cf2b7dc80c6540391f26,2020-07-29 22:54:42,Lisa Dziuba,"Merge pull request #322 from mukundmadhav/master

Add Color Hex Picker to Color Picker Tools",True
b3567f0599b07d33a5a31f0a9176d76bc188a829,2020-07-29 22:53:07,Lisa Dziuba,"Merge pull request #325 from KShivendu/master

Add Blush in illustrations section",True
791498a806ac648430ca6bfa4d20337fe4bab1dd,2020-07-29 22:51:56,Lisa Dziuba,"Merge pull request #317 from efedorenko/plugin-typographer

Added Typographer plugin to Text Management section",True
c40ab045e86d4951df041305ffd05454665434df,2020-07-28 14:35:24,Lisa Dziuba,"Merge pull request #323 from estraschnov/patch-1

Updated Bubble URL",True
0a098c3315ee8e187941865c3221a75fa5f87d05,2020-07-28 14:31:55,Lisa Dziuba,"Merge pull request #324 from richardARPANET/patch-1

Updates No Code Tools",True
9788dd7219cdbe707e7f15724d9a2b060a8cc52d,2020-07-28 14:31:25,Lisa Dziuba,"Merge pull request #320 from GeekBoySupreme/master

Removed Appear.in from the list.",True
690fb310db9b87ad1f57feea89071ca698c70eda,2020-07-27 19:09:48,Lisa Dziuba,"Merge pull request #316 from marvec/addLumeer

Add Lumeer to productivity tools",True
017b8c337e3f9f50ca57a753015b2fa0066707f9,2020-07-27 19:09:20,Lisa Dziuba,"Merge pull request #313 from pasqualevitiello/master

Add SaaS Landing Page to Design Inspiration cat",True
2f1459642314b490f66a771f66e168c8f6cb7995,2020-07-24 19:56:47,Lisa Dziuba,"Merge pull request #309 from qualityjacks/patch-1

Added zipBoard",True
542d2927c9262ff4eb2b4bc76a68068198a8b143,2020-07-24 17:20:47,Lisa Dziuba,"Merge pull request #338 from losteden1/master

Add Octopus.do to README",True
aa39c54968cb5c5cf971f44b91d46681c2441b40,2020-07-24 17:20:14,Lisa Dziuba,"Merge pull request #339 from christianboyle/add_excalidraw

Add Excalidraw to Collaboration Tools section",True
57f9e3668bd5cb1f0ed754569bff359b8ad7ba64,2020-07-23 05:48:17,Christian Boyle,Add Excalidraw to Collaboration Tools section,False
f1b58d452c0059c02a35f8e2c4d8dd8b3c1331f8,2020-07-22 22:40:06,Alex Vasilevsky,Add Octopus.do to README,False
0d26e2c7689915de6775776bd8edb27ea102d44e,2020-07-22 15:39:42,Lisa Dziuba,"Merge pull request #326 from ygev/patch-1

Added Cluse under the accessibility plugins.",True
97c4b787b5b247f81ec21a38d2e37296d8b6a85b,2020-07-22 15:04:56,Lisa Dziuba,"Merge pull request #336 from hannah-wright/master

Add Figma Training to README",True
a9f98775bb3f509f5c0aa8786a6bb682bf89d37d,2020-07-22 15:04:32,Lisa Dziuba,"Merge pull request #337 from traspire/patch-1

Add font site",True
af5800dca0fef5eb9470260dca0c322f91a2125f,2020-07-22 07:48:32,traspire,change to alphabetical order,False
572c9b749b8e92fcc0ec229cfaf5a17c3f5b116f,2020-07-22 07:38:59,traspire,Add font site,False
e4b80628799469fdd5b8e3fea4259f7e58283677,2020-07-21 03:56:56,hwright,Add Figma Training to README,False
7f144c73b9884401c3fd9bd674878fd095a689a7,2020-07-17 16:49:31,Lisa Dziuba,"Merge pull request #331 from georgedoescode/master

Add Squircley",True
95a20f73a29a92eb208e43092d4196e18b9e2511,2020-07-17 16:46:45,Lisa Dziuba,"Merge pull request #333 from Dirk94/master

Add screenshotapi to the list",True
abcfca831707ee215202fe716768929ede9242fe,2020-07-17 15:27:33,Lisa Dziuba,"Merge pull request #332 from nilsmehlhorn/patch-1

Add SceneLab to mockup tools",True
b4858bb32372368be81ee872d2aa0abd8ac764a0,2020-07-17 01:48:05,dependabot[bot],"Bump lodash from 4.17.15 to 4.17.19

Bumps [lodash](https://github.com/lodash/lodash) from 4.17.15 to 4.17.19.
- [Release notes](https://github.com/lodash/lodash/releases)
- [Commits](https://github.com/lodash/lodash/compare/4.17.15...4.17.19)

Signed-off-by: dependabot[bot] <support@github.com>",False
f59e63f3321c5edbda18e6e85ef88b17bd4a8503,2020-07-16 21:41:27,Dirk Hoekstra,add screenshotapi to the list,False
3a3797dffaf236a80af5b7f591ca4c758b1b615b,2020-07-12 19:08:19,Nils Mehlhorn,Update README.md,False
565a2c6b015e856ea6a31b4f5d928415be51239d,2020-07-12 12:36:00,George Francis,"oops, description should start with lower case",False
991843d23406522d68572945d4aeb490ca80a362,2020-07-12 12:32:54,George Francis,Add Squircley too illustrations,False
40d897650eb634148a961cf4d812625e3ae31f7f,2020-06-13 04:29:56,yana,"Added Cluse under the accessibility plugins.

The plugin has been officially endorsed by Sketch and added to the list of featured plugins on their website.",False
5df8c5175009c7b3e3a025eea7c43393f7993fc8,2020-05-29 12:33:53,Kumar Shivendu,Fix minor formatting issue in blush,False
54eb870bdbbca8e325938fa91f560aa274425515,2020-05-29 12:32:05,Kumar Shivendu,Add blush in illustrations section,False
ca75e6dedf48acf2b1855e86a3409b2858f17d4c,2020-05-27 04:21:20,Richard,Updates No Code Tools,False
9d2b1ab36ad2ce322947d9bf4af0aa52bf8e752f,2020-05-12 19:46:37,Emmanuel Straschnov,"Updated Bubble URL

from .is to .io",False
900965125e3a1cec98553ed500c2725906a144e6,2020-05-12 12:13:12,Mukund Madhav,Add Color Hex Picker to Color Picker Tools,False
aa803fca6378b7097c78b732732e53fea136561c,2020-05-09 19:38:50,Michael Edelstone,"Adds Tint & Shade Generator to Color Picker Tools

This is just a link addition for https://maketintsandshades.com under Color Picker Tools.",False
d738988d515dce4941a0e9c9e58f8b6fd6e34200,2020-04-24 02:54:32,Shuvam Manna,Removed Appear.in from the list.,False
